date;Time;rainfall;Rainfall Intensity;ft;fc;Fl;fcl;fp_fs;dt;ts;Ft_var;Infiltration;Runoff;Rsuperficial;transpiration;Rsolo;Rec;Rsubterranea;Esup;Esub;Ebase;Etotal;qsup;qsub;qbase;qtotal;q_obs;qatrasado
10/2/2001;35.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;6.837;0.155;36.538;-0.0;0.109;0.005;0.114;-0.0;0.392;0.018;0.409;0.174;0.666
10/2/2001;36.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;6.516;0.148;36.681;-0.0;0.104;0.005;0.109;-0.0;0.373;0.018;0.391;0.171;0.642
10/2/2001;36.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;6.202;0.141;36.817;-0.0;0.099;0.005;0.104;-0.0;0.355;0.018;0.373;0.169;0.618
10/2/2001;37.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;5.895;0.134;36.946;-0.0;0.094;0.005;0.099;-0.0;0.338;0.018;0.356;0.167;0.595
10/2/2001;37.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;5.595;0.127;37.068;-0.0;0.089;0.005;0.094;-0.0;0.321;0.018;0.338;0.164;0.572
10/2/2001;38.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;5.302;0.121;37.184;-0.0;0.085;0.005;0.09;-0.0;0.304;0.018;0.322;0.161;0.55
10/2/2001;38.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;5.015;0.114;37.293;-0.0;0.08;0.005;0.085;-0.0;0.287;0.018;0.305;0.159;0.529
10/2/2001;39.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;4.735;0.108;37.396;-0.0;0.076;0.005;0.081;-0.0;0.271;0.018;0.289;0.157;0.508
10/2/2001;39.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;4.462;0.101;37.492;-0.0;0.071;0.005;0.076;-0.0;0.256;0.018;0.274;0.154;0.487
10/2/2001;40.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;4.194;0.095;37.582;-0.0;0.067;0.005;0.072;-0.0;0.24;0.018;0.258;0.152;0.467
10/2/2001;40.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;3.933;0.089;37.667;-0.0;0.063;0.005;0.068;-0.0;0.225;0.018;0.243;0.148;0.447
10/2/2001;41.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;3.677;0.084;37.745;-0.0;0.059;0.005;0.064;-0.0;0.211;0.018;0.229;0.146;0.428
10/2/2001;41.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;3.428;0.078;37.818;-0.0;0.055;0.005;0.06;-0.0;0.196;0.018;0.215;0.143;0.409
10/2/2001;42.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;3.184;0.072;37.885;-0.0;0.051;0.005;0.056;-0.0;0.182;0.018;0.201;0.141;0.391
10/2/2001;42.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;2.946;0.067;37.947;-0.0;0.047;0.005;0.052;-0.0;0.169;0.018;0.187;0.138;0.373
10/2/2001;43.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;2.713;0.062;38.004;-0.0;0.043;0.005;0.048;-0.0;0.155;0.018;0.174;0.136;0.356
10/2/2001;43.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;2.485;0.056;38.055;-0.0;0.04;0.005;0.045;-0.0;0.142;0.018;0.161;0.134;0.338
10/2/2001;44.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;2.262;0.051;38.101;-0.0;0.036;0.005;0.041;-0.0;0.13;0.018;0.148;0.133;0.322
10/2/2001;44.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;2.045;0.046;38.143;-0.0;0.033;0.005;0.038;-0.0;0.117;0.018;0.136;0.131;0.305
10/2/2001;45.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;1.833;0.042;38.179;-0.0;0.029;0.005;0.034;-0.0;0.105;0.018;0.123;0.13;0.289
10/2/2001;45.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;1.625;0.037;38.211;-0.0;0.026;0.005;0.031;-0.0;0.093;0.018;0.111;0.129;0.274
10/2/2001;46.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;1.422;0.032;38.238;-0.0;0.023;0.005;0.028;-0.0;0.081;0.018;0.1;0.128;0.258
10/2/2001;46.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;1.224;0.028;38.261;-0.0;0.02;0.005;0.025;-0.0;0.07;0.018;0.089;0.128;0.243
10/2/2001;47.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;1.03;0.023;38.279;-0.0;0.016;0.005;0.022;-0.0;0.059;0.018;0.077;0.127;0.229
10/2/2001;47.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.84;0.019;38.293;-0.0;0.013;0.005;0.019;-0.0;0.048;0.018;0.067;0.126;0.215
10/3/2001;48.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.655;0.015;38.303;-0.0;0.01;0.005;0.016;-0.0;0.038;0.018;0.056;0.126;0.201
10/3/2001;48.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.474;0.011;38.309;-0.0;0.008;0.005;0.013;-0.0;0.027;0.018;0.046;0.126;0.187
10/3/2001;49.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.298;0.007;38.31;-0.0;0.005;0.005;0.01;-0.0;0.017;0.018;0.035;0.126;0.174
10/3/2001;49.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.125;0.003;38.308;-0.0;0.002;0.005;0.007;-0.0;0.007;0.018;0.026;0.126;0.161
10/3/2001;50.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.303;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.125;0.148
10/3/2001;50.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.298;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.124;0.136
10/3/2001;51.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.293;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.124;0.123
10/3/2001;51.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.287;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.124;0.111
10/3/2001;52.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.282;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.124;0.1
10/3/2001;52.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.277;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.124;0.089
10/3/2001;53.0;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.272;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.124;0.077
10/3/2001;53.5;0.0;0.0;45.434;149.274;45.434;149.274;;;;45.434;0.0;0.0;-0.0;0.166;0.0;0.0;38.267;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.123;0.067
10/3/2001;54.0;0.009;0.017;45.434;149.274;45.442;149.268;;;;45.442;0.009;-0.0;-0.0;0.0;0.009;0.0;38.262;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.019;0.123;0.056
10/3/2001;54.5;0.009;0.017;45.442;149.268;45.451;149.262;;;;45.451;0.009;-0.0;-0.0;0.0;0.017;0.0;38.257;-0.0;0.0;0.005;0.005;-0.0;0.001;0.018;0.019;0.123;0.046
10/3/2001;55.0;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.0;0.016;0.0;38.252;-0.0;0.0;0.005;0.005;-0.0;0.001;0.018;0.019;0.123;0.035
10/3/2001;55.5;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.0;0.016;0.0;38.248;-0.0;0.0;0.005;0.005;-0.0;0.001;0.018;0.019;0.123;0.026
10/3/2001;56.0;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.115;0.0;0.0;38.243;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.123;0.018
10/3/2001;56.5;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.166;0.0;0.0;38.237;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.123;0.018
10/3/2001;57.0;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.166;0.0;0.0;38.232;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.123;0.018
10/3/2001;57.5;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.166;0.0;0.0;38.227;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.123;0.018
10/3/2001;58.0;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.166;0.0;0.0;38.222;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.122;0.018
10/3/2001;58.5;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.166;0.0;0.0;38.217;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.122;0.018
10/3/2001;59.0;0.0;0.0;45.451;149.262;45.451;149.262;;;;45.451;0.0;0.0;-0.0;0.166;0.0;0.0;38.212;-0.0;0.0;0.005;0.005;-0.0;0.0;0.018;0.018;0.122;0.018
